sentence	part	category
המחסומים הוצבו אחרי הפגזת היישוב אלי סיני במרגמות , בלילה שבין יום חמישי לשישי . 	יישוב אלי סיני	14
מאז תחילת המהומות נסגר נמל התעופה עטרות . 	נמל התעופה עטרות	14
"אתמול יידו שם עשרות פורעים פלשתיניים אבנים על חיילי צה""ל , וכך היה גם שלשום . "	עשרות פורעים 	20
גם אזור התעשייה של עטרות במצב קשה . 	מצב קשה	12
כך נמסר בוועדת הכלכלה של הכנסת . 	וועדת הכלכלה	18
יושב ראש התאחדות התעשיינים של ירושלים מוטי טפרברג הזהיר כי בשל המצוקה הבטחוניח והכלכלית עלול אזור זה להינטש כליל בקרוב . 	מצוקה הבטחוניח	12
מאז תחילת המהומות חלה , לדבריו , ירידה של חמישים אחוז במכירות של מפעלי התעשייה בעטרות , ובמקביל עלו במאה וחמישים אחוז ההוצאות המוטלות על התעשיינים במקום בגין צורכי השמירה על הביטחון . 	חמישים אחוז במכירות 	14
"רכז הביטחון של מועצה אזורית מטה בנימין אביגדור שץ אמר ביומן ערוץ 7 ש "" הפלשתינים אינם מקיימים את הוראות פיקוד מרכז "" , ולכן לא תמיד עוזרות ההוראות שנותן הפיקוד לתושבי יש""ע . "	רכז הביטחון	18
לדבריו , המחבלים משנים לוחות זמנים , ופועלים בצורה שונה בכל פעם מחדש . 	לוחות זמנים	6
"שץ הסביר כי צה""ל פועל בשני מישורים : הוא "" מוריד "" רכבים פלשתיניים מהכביש כדי להקטין את האיום מרכבים חולפים ועוקפים , ומקים מאחזים ניידים או נייחים . "	בשני מישורים	20
שץ נתן צרור עצות לנהגים כדי להקטין את הצלחות המחבלים . 	 צרור עצות	4
הוא המליץ לצאת עם רכב תקין ומתודלק , לוודא את המצב בדרך , לנסוע בצמוד לרכב נוסף , אבל לא צמוד מדי , ולא לנסוע במהירות . 	רכב תקין	12
"כתבנו חגי סרי מסר שח""כ צבי הנדל מ "" האיחוד הלאומי ישראל ביתנו "" התלונן כי בתגובה על קריאת מועצת יש""ע לממשלה לחסל את יאסר ערפאת , ניגש אליו אתמול בכנסת ח""כ אחמד טיבי ואמר לו , כי יעלה היום על דוכן הכנסת ויקרא לחסל אותו . "	"ח""כ אחמד טיבי"	14
"בסיעת "" האיחוד הלאומי ישראל ביתנו "" החליטו להמתין עד לפגישה עם צוות המשא ומתן של הליכוד , כדי לברר מה בדבר הידיעות כאילו נכנע הליכוד ללחצי מפלגת העבודה שלא להעמיד את הרב בני אלון בראשות ועדת החוקה של הכנסת . "	"בסיעת "" האיחוד הלאומי ישראל ביתנו """	14
"ב "" איחוד הלאומי ישראל ביתנו "" זעמו על האפשרות שזו תהיה ההחלטה , ואמרו שהחלטה כזאת יש בה משום הפרה של הבטחה מפורשת שנתנו להם בליכוד . "	הבטחה מפורשת	12
"ב "" איחוד הלאומי ישראל ביתנו "" זעמו על האפשרות שזו תהיה ההחלטה , ואמרו שהחלטה כזאת יש בה משום הפרה של הבטחה מפורשת שנתנו להם בליכוד . "	הבטחה מפורשת	12
"ב "" איחוד הלאומי ישראל ביתנו "" זעמו על האפשרות שזו תהיה ההחלטה , ואמרו שהחלטה כזאת יש בה משום הפרה של הבטחה מפורשת שנתנו להם בליכוד . "	הבטחה מפורשת	12
"ב "" איחוד הלאומי ישראל ביתנו "" זעמו על האפשרות שזו תהיה ההחלטה , ואמרו שהחלטה כזאת יש בה משום הפרה של הבטחה מפורשת שנתנו להם בליכוד . "	הבטחה מפורשת	12
"ח""כ רובי ריבלין , לעומת זאת , אמר לכתבנו חגי סרי , שלצורך הקמת ממשלת אחדות לאומית אין מנוס מעשיית פשרות . "	ממשלת אחדות	12
"כתבנו מוסיף שמדברי ריבלין עולה כי הליכוד יציע אולי לסיעת "" האיחוד הלאומי ישראל ביתנו "" את ראשות ועדת החוץ והביטחון במקום את ועדת החוקה . "	ועדת החוקה	18
"ח""כ הרב בני אלון , שהיה מועמד לראשות הוועדה , אמר ביומן ערוץ 7 כי אין להסכים לכך שתחומי המשפט והתקשורת יהיו תמיד מחוץ לתחומם של הדתיים . "	תחומי המשפט	16
אמש , לאחר דיונים סוערים , אישר מרכז העבודה את כניסת המפלגה לממשלת האחדות . 	מרכז העבודה	18
המאבק הגדול יהיה על תיק הביטחון . 	מאבק הגדול	12
"היום יפגשו חברי צוות המו""מ של הליכוד עם חברי המפלגות האחרות , המתכוונות להצטרף לקואליציה . "	חברי צוות 	9
שלמה בן עמי ויוסי ביילין עמדו אמש בראש מחנה המתנגדים . 	מחנה המתנגדים	6
שליח מיוחד מטעמו של ראש הממשלה הנבחר אריאל שרון יבוא היום לאנקרה , לשיחות עם ההנהגה הטורקית בנושא המצב במזרח התיכון . 	הנהגה הטורקית	18
מדובר במאיר רוזן , לשעבר שגריר ישראל בפאריס ובוושינגטון . 	שגריר ישראל	16
היום תועלה להצבעה במליאת הכנסת הצעת חוק ממשלתית העוסקת בסמכויותיה של ועדת השחרורים מן הכלא . 	ועדת השחרורים	18
"ההצעה באה ביזמת יוסי ביילין , שר המשפטים היוצא , והיא מבטלת למעשה את "" חוק דרעי "" . "	שר המשפטים	18
"לדברי ביילין הוכן החוק כבר לפני כשנה והוא אינו מוגש היום בהכרח בקשר ל "" חוק דרעי "" . "	חוק דרעי	14
ראש המטה המדיני בטחוני של משרד ראש הממשלה דני יתום פתח אתמול בתהליך חפיפה עם איתן בנצור , המיועד לשמש כיועץ מדיני של ראש הממשלה הנבחר . 	מטה המדיני	18
במהלך הפגישה סקר יתום את הסוגיות המדיניות שעל הפרק , ושיתף את בנצור ברזי המהלכים המדיניים שהתרחשו בתקופת כהונת ברק . 	מהלכים המדיניים	18
בפעם השלישית מאז ניצח בבחירות אירח אתמול אריאל שרון בחוותו אנשי עסקים בכירים ומומחי כלכלה . 	אנשי עסקים	18
פריאל אמר כי שרון גם הדגיש שדרוש קבינט כלכלי חברתי שיפעל במהירות , והבטיח שבדיונים מסוימים הוא יעמוד בראש הקבינט . 	קבינט כלכלי	18
"יואב איגרא , מבעלי מלון "" הרודס "" באילת , ויו""ר הפורום של בעלי המלונות בעיר , הוזמן להשתתף בדיון , ובראיון ביומן ערוץ 7 הוא סיפר כי התרשם מאד משרון ומדעותיו . "	"מלון "" הרודס """	14
איגרא ציין את השפל שבו נתון ענף המלונאות , וסיפר כי השנה הגיעו לאילת רק 50 % מהתיירים שהגיעו בשנה שעברה , וכי יש צורך לשקם את התיירות . 	ענף המלונאות	12
בהמשך דבריו פירט איגרא חלק מהצעותיו לשרון , כגון לשווק שיווק תיירות יצירתי בקרב יהדות התפוצות , לשכנעם להזדהות עם בעיות מדינת ישראל , ולבוא לבקר . 	 שיווק תיירות 	18
כדי לשקם את ענף התיירות הציע איגרא גם כי יינתנו מענקים לכל מי שעוסק בתיירות ונפגע , כשם שניתנים מענקי פיצוי לענפים בחקלאות ובתעשייה . 	מענקי פיצוי	12
איגרא אמר כי יצא מהמפגש מעודד משום שהתרשם כי שרון מכיר בערכם של אנשי עסקים , ובתרומתם החיונית למדינה , ולפיכך הוא יוצר פורום שיטפל בבעיות שבתחומיהם . 	אנשי עסקים	18
ועדת הכספים של הכנסת החליטה אתמול כי מ 1 במארס יוזלו תעריפי שיחות טלפון ל 22.1 אגורות , במקום 23.1 אגורות ( תעריף המינימום הקודם ) . 	ועדת הכספים	18
נוסף על כך יבוטל הפרש המחירים בין שעות - הביניים : 22.00 - 18.00 לבין שעות הלילה , ולשיחות בין 18:00 עד למחרת בבוקר ייקבע תעריף אחיד של 2.5 אגורות לדקה , במקום שני תעריפים נפרדים של 4.5 אגורות ( ביניים ) ו - 1.5 אגורות ( לילה ) . 	 4.5 אגורות	20
עם הוזלת תעריפי השיחות אישרה ועדת הכספים את ייקור דמי האחזקה החודשיים לטלפון ב - 2.41 % ( מ - 35.7 שקל ל - 38.4 שקל בחודש ) . 	דמי האחזקה	18
"גם חלקה של "" בזק "" במחיר שיחה מטלפון רגיל לטלפון נייד הוגדל מ - 4.8 אגורות לדקה ל - 6.4 אגורות . "	 4.8 אגורות	20
בזק הודיעה אתמול , כי שינוי זה יקטין את הכנסות החברה , ואת העלויות לצרכנים בכ - 17 מיליון שקל לשנה . 	 17 מיליון	20
